DEPARTAMENTO,MUNICIPIO,OPERADORA,CONTRATO,CAMPO,MES,ACEITE,YYYY,FECHA
cf33cb8a,102a28a6,d5580f74,ab8c6300,c728bf96,ENERO,3629.916234649514,2017,2017-01-01
cf33cb8a,102a28a6,d5580f74,ab8c6300,febb6cf6,ENERO,3622.444311826275,2017,2017-01-01
cf33cb8a,5abe4339,ffd6d24d,876a64fe,876a64fe,ENERO,0.0,2017,2017-01-01
5f559ecb,95c9d783,ffd6d24d,6e6815e2,c6ba0174,ENERO,0.0,2017,2017-01-01
f7fd2c4f,48399655,ffd6d24d,5f512199,58a0d8ca,ENERO,4956.796426147314,2017,2017-01-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,7eb34927,ENERO,404.2205009022908,2017,2017-01-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,4f4a249f,ENERO,819.4559490651318,2017,2017-01-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,8ba362f3,ENERO,657.4239700954467,2017,2017-01-01
f7fd2c4f,21d4886b,ffd6d24d,e068232a,4d0fb45e,ENERO,834.6453508607312,2017,2017-01-01
f7fd2c4f,1218f7fa,ffd6d24d,1ef80899,741abe20,ENERO,427.0572227705015,2017,2017-01-01
f7fd2c4f,6feb5887,ffd6d24d,af29b5ed,c98bd9dd,ENERO,725.3377850522145,2017,2017-01-01
f7fd2c4f,6feb5887,ffd6d24d,e753d35d,51cbb05d,ENERO,1871.488650797294,2017,2017-01-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,82edafb9,ENERO,2606.859158513576,2017,2017-01-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,8dd7c41b,ENERO,354.6181587799409,2017,2017-01-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,b111ec69,ENERO,130.3552357331349,2017,2017-01-01
eccb9ef1,870c4a0b,ffd6d24d,a3d02126,27cb99a2,ENERO,0.0,2017,2017-01-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,48670499,ENERO,3469.603148723673,2017,2017-01-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,373ebdec,ENERO,1016.111345060814,2017,2017-01-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,e32e23a1,ENERO,1106.616325736672,2017,2017-01-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,1f d2689f,FEBRERO,14146.30057237276,2017,2017-02-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,9ac1420f,FEBRERO,0.0,2017,2017-02-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,9b395bc9,FEBRERO,569.442204135552,2017,2017-02-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,2f614c0b,FEBRERO,22340.06200553943,2017,2017-02-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,043b305e,FEBRERO,4038.953895722052,2017,2017-02-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,fca93f9e,FEBRERO,34.75997631300771,2017,2017-02-01
cf33cb8a,102a28a6,d5580f74,76a16657,13276557,FEBRERO,149.9922106378053,2017,2017-02-01
cf33cb8a,102a28a6,d5580f74,76a16657,c220f014,FEBRERO,979.4157348172384,2017,2017-02-01
cf33cb8a,102a28a6,d5580f74,76a16657,1fd2689f,FEBRERO,324.141633864092,2017,2017-02-01
cf33cb8a,102a28a6,d5580f74,76a16657,9ac1420f,FEBRERO,0.0,2017,2017-02-01
cf33cb8a,102a28a6,d5580f74,76a16657,1ab355bf,FEBRERO,184.9075388002567,2017,2017-02-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,3f10a1f5,FEBRERO,1728.949570420295,2017,2017-02-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,c6da2541,FEBRERO,0.0,2017,2017-02-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,0e01f88f,FEBRERO,284.721102067776,2017,2017-02-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,241d3779,FEBRERO,160.478460475249,2017,2017-02-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,5559f8d7,FEBRERO,0.0,2017,2017-02-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,5dd16431,FEBRERO,1156.982898731284,2017,2017-02-01
cf33cb8a,102a28a6,d5580f74,29ded6f4,2f614c0b,FEBRERO,52.04286956360931,2017,2017-02-01
cf33cb8a,102a28a6,d5580f74,29ded6f4,3f67010a,FEBRERO,1512.816309881873,2017,2017-02-01
cf33cb8a,102a28a6,d5580f74,ab8c6300,c728bf96,FEBRERO,3590.84148600196,2017,2017-02-01
cf33cb8a,102a28a6,d5580f74,ab8c6300,febb6cf6,FEBRERO,3610.027439408246,2017,2017-02-01
cf33cb8a,5abe4339,ffd6d24d,876a64fe,876a64fe,FEBRERO,0.0,2017,2017-02-01
5f559ecb,95c9d783,ffd6d24d,6e6815e2,c6ba0174,FEBRERO,0.0,2017,2017-02-01
f7fd2c4f,48399655,ffd6d24d,5f512199,58a0d8ca,FEBRERO,3488.930672766951,2017,2017-02-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,7eb34927,FEBRERO,419.8772110837166,2017,2017-02-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,4f4a249f,FEBRERO,836.2978435173129,2017,2017-02-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,8ba362f3,FEBRERO,654.0701241199585,2017,2017-02-01
f7fd2c4f,21d4886b,ffd6d24d,e068232a,4d0fb45e,FEBRERO,826.0446214540347,2017,2017-02-01
f7fd2c4f,1218f7fa,ffd6d24d,1ef80899,741abe20,FEBRERO,365.6205776655359,2017,2017-02-01
f7fd2c4f,6feb5887,ffd6d24d,af29b5ed,c98bd9dd,FEBRERO,738.270826518395,2017,2017-02-01
f7fd2c4f,6feb5887,ffd6d24d,e753d35d,51cbb05d,FEBRERO,1412.303663291857,2017,2017-02-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,82edafb9,FEBRERO,2279.089307262479,2017,2017-02-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,8dd7c41b,FEBRERO,592.0847361919581,2017,2017-02-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,b111ec69,FEBRERO,98.22120681072235,2017,2017-02-01
eccb9ef1,870c4a0b,ffd6d24d,a3d02126,27cb99a2,FEBRERO,305.421736006137,2017,2017-02-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,48670499,FEBRERO,3273.185791852139,2017,2017-02-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,373ebdec,FEBRERO,976.1145080165618,2017,2017-02-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,e32e23a1,FEBRERO,1107.969390231826,2017,2017-02-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,1f d2689f,MARZO,3994.040924345408,2017,2017-03-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,9ac1420f,MARZO,58.61776074006145,2017,2017-03-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,9b395bc9,MARZO,226.7535639878858,2017,2017-03-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,2f614c0b,MARZO,1600.464821067961,2017,2017-03-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,043b305e,MARZO,186.7629911311114,2017,2017-03-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,fca93f9e,MARZO,0.0,2017,2017-03-01
cf33cb8a,102a28a6,d5580f74,76a16657,13276557,MARZO,23.15243691707993,2017,2017-03-01
cf33cb8a,102a28a6,d5580f74,76a16657,c220f014,MARZO,238.8208947446669,2017,2017-03-01
cf33cb8a,102a28a6,d5580f74,76a16657,1fd2689f,MARZO,90.25942452673735,2017,2017-03-01
cf33cb8a,102a28a6,d5580f74,76a16657,9ac1420f,MARZO,0.0,2017,2017-03-01
cf33cb8a,102a28a6,d5580f74,76a16657,1ab355bf,MARZO,0.0,2017,2017-03-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,3f10a1f5,MARZO,395.5207973334487,2017,2017-03-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,c6da2541,MARZO,0.0,2017,2017-03-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,0e01f88f,MARZO,47.95360797825493,2017,2017-03-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,241d3779,MARZO,37.28945521644842,2017,2017-03-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,5559f8d7,MARZO,0.0,2017,2017-03-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,5dd16431,MARZO,365.7383443901141,2017,2017-03-01
cf33cb8a,102a28a6,d5580f74,29ded6f4,2f614c0b,MARZO,0.0,2017,2017-03-01
cf33cb8a,102a28a6,d5580f74,29ded6f4,3f67010a,MARZO,186.4121966323677,2017,2017-03-01
cf33cb8a,102a28a6,d5580f74,ab8c6300,c728bf96,MARZO,907.2948915505382,2017,2017-03-01
cf33cb8a,102a28a6,d5580f74,ab8c6300,febb6cf6,MARZO,780.763315853709,2017,2017-03-01
cf33cb8a,5abe4339,ffd6d24d,876a64fe,876a64fe,MARZO,0.0,2017,2017-03-01
5f559ecb,95c9d783,ffd6d24d,6e6815e2,c6ba0174,MARZO,0.0,2017,2017-03-01
f7fd2c4f,48399655,ffd6d24d,5f512199,58a0d8ca,MARZO,4031.856571309971,2017,2017-03-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,7eb34927,MARZO,537.5574898747466,2017,2017-03-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,4f4a249f,MARZO,867.3043186937637,2017,2017-03-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,8ba362f3,MARZO,669.1755858033586,2017,2017-03-01
f7fd2c4f,21d4886b,ffd6d24d,e068232a,4d0fb45e,MARZO,781.2895076018244,2017,2017-03-01
f7fd2c4f,1218f7fa,ffd6d24d,1ef80899,741abe20,MARZO,291.7908640549558,2017,2017-03-01
f7fd2c4f,6feb5887,ffd6d24d,af29b5ed,c98bd9dd,MARZO,716.0066513856337,2017,2017-03-01
f7fd2c4f,6feb5887,ffd6d24d,e753d35d,51cbb05d,MARZO,1003.131948607299,2017,2017-03-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,82edafb9,MARZO,1909.72525116035,2017,2017-03-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,8dd7c41b,MARZO,193.287768807743,2017,2017-03-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,b111ec69,MARZO,63.73936042171852,2017,2017-03-01
eccb9ef1,870c4a0b,ffd6d24d,a3d02126,27cb99a2,MARZO,46.0593176850393,2017,2017-03-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,48670499,MARZO,3342.755857977974,2017,2017-03-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,373ebdec,MARZO,1027.582325169731,2017,2017-03-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,e32e23a1,MARZO,975.9453749546676,2017,2017-03-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,1f d2689f,ABRIL,13955.41198736892,2017,2017-04-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,9ac1420f,ABRIL,435.45641238542,2017,2017-04-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,9b395bc9,ABRIL,478.5199450511886,2017,2017-04-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,2f614c0b,ABRIL,21219.95445747108,2017,2017-04-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,043b305e,ABRIL,3757.329473853185,2017,2017-04-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,fca93f9e,ABRIL,26.28035453087734,2017,2017-04-01
cf33cb8a,102a28a6,d5580f74,76a16657,13276557,ABRIL,161.3432524371518,2017,2017-04-01
cf33cb8a,102a28a6,d5580f74,76a16657,c220f014,ABRIL,552.6124204458276,2017,2017-04-01
cf33cb8a,102a28a6,d5580f74,76a16657,1fd2689f,ABRIL,318.9166333278052,2017,2017-04-01
cf33cb8a,102a28a6,d5580f74,76a16657,9ac1420f,ABRIL,0.0,2017,2017-04-01
cf33cb8a,102a28a6,d5580f74,76a16657,1ab355bf,ABRIL,160.763272199229,2017,2017-04-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,3f10a1f5,ABRIL,1648.557577530718,2017,2017-04-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,c6da2541,ABRIL,0.0,2017,2017-04-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,0e01f88f,ABRIL,330.4799893213913,2017,2017-04-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,241d3779,ABRIL,153.5135192251938,2017,2017-04-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,5559f8d7,ABRIL,0.0,2017,2017-04-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,5dd16431,ABRIL,1149.122095149438,2017,2017-04-01
cf33cb8a,102a28a6,d5580f74,29ded6f4,2f614c0b,ABRIL,52.74195288610555,2017,2017-04-01
cf33cb8a,102a28a6,d5580f74,29ded6f4,3f67010a,ABRIL,1325.218594888751,2017,2017-04-01
cf33cb8a,102a28a6,d5580f74,ab8c6300,c728bf96,ABRIL,4873.066456557192,2017,2017-04-01
cf33cb8a,102a28a6,d5580f74,ab8c6300,febb6cf6,ABRIL,3550.747762858055,2017,2017-04-01
cf33cb8a,5abe4339,ffd6d24d,876a64fe,876a64fe,ABRIL,0.0,2017,2017-04-01
5f559ecb,95c9d783,ffd6d24d,6e6815e2,c6ba0174,ABRIL,0.0,2017,2017-04-01
f7fd2c4f,48399655,ffd6d24d,5f512199,58a0d8ca,ABRIL,5043.290656387537,2017,2017-04-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,7eb34927,ABRIL,520.713507360073,2017,2017-04-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,4f4a249f,ABRIL,835.1352938439766,2017,2017-04-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,8ba362f3,ABRIL,605.5718659211542,2017,2017-04-01
f7fd2c4f,21d4886b,ffd6d24d,e068232a,4d0fb45e,ABRIL,747.8482680365937,2017,2017-04-01
f7fd2c4f,1218f7fa,ffd6d24d,1ef80899,741abe20,ABRIL,32.69638591289843,2017,2017-04-01
f7fd2c4f,6feb5887,ffd6d24d,af29b5ed,c98bd9dd,ABRIL,683.4704616271616,2017,2017-04-01
f7fd2c4f,6feb5887,ffd6d24d,e753d35d,51cbb05d,ABRIL,1017.901566319402,2017,2017-04-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,82edafb9,ABRIL,2172.968458907549,2017,2017-04-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,8dd7c41b,ABRIL,2032.75823638971,2017,2017-04-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,b111ec69,ABRIL,58.50550650046348,2017,2017-04-01
eccb9ef1,870c4a0b,ffd6d24d,a3d02126,27cb99a2,ABRIL,0.0,2017,2017-04-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,48670499,ABRIL,4142.835088247503,2017,2017-04-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,373ebdec,ABRIL,969.1107288041457,2017,2017-04-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,e32e23a1,ABRIL,891.7921133360611,2017,2017-04-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,1f d2689f,MAYO,12916.56915878952,2017,2017-05-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,9ac1420f,MAYO,322.4853826950239,2017,2017-05-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,9b395bc9,MAYO,548.8530727342917,2017,2017-05-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,2f614c0b,MAYO,22985.77445072683,2017,2017-05-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,043b305e,MAYO,4340.204935705627,2017,2017-05-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,fca93f9e,MAYO,19.96020697851284,2017,2017-05-01
cf33cb8a,102a28a6,d5580f74,76a16657,13276557,MAYO,162.8738857666698,2017,2017-05-01
cf33cb8a,102a28a6,d5580f74,76a16657,c220f014,MAYO,266.6388984950371,2017,2017-05-01
cf33cb8a,102a28a6,d5580f74,76a16657,1fd2689f,MAYO,136.9852517593895,2017,2017-05-01
cf33cb8a,102a28a6,d5580f74,76a16657,9ac1420f,MAYO,0.0,2017,2017-05-01
cf33cb8a,102a28a6,d5580f74,76a16657,1ab355bf,MAYO,162.1372173193082,2017,2017-05-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,3f10a1f5,MAYO,1557.738051120987,2017,2017-05-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,c6da2541,MAYO,0.0,2017,2017-05-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,0e01f88f,MAYO,326.9053933791937,2017,2017-05-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,241d3779,MAYO,179.1156710585001,2017,2017-05-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,5559f8d7,MAYO,0.0,2017,2017-05-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,5dd16431,MAYO,1197.016068062907,2017,2017-05-01
cf33cb8a,102a28a6,d5580f74,29ded6f4,2f614c0b,MAYO,63.14300977385434,2017,2017-05-01
cf33cb8a,102a28a6,d5580f74,29ded6f4,3f67010a,MAYO,1328.493846192021,2017,2017-05-01
cf33cb8a,102a28a6,d5580f74,ab8c6300,c728bf96,MAYO,5555.497397153077,2017,2017-05-01
cf33cb8a,102a28a6,d5580f74,ab8c6300,febb6cf6,MAYO,3727.612502549617,2017,2017-05-01
cf33cb8a,5abe4339,ffd6d24d,876a64fe,876a64fe,MAYO,0.0,2017,2017-05-01
5f559ecb,95c9d783,ffd6d24d,6e6815e2,c6ba0174,MAYO,0.0,2017,2017-05-01
f7fd2c4f,48399655,ffd6d24d,5f512199,58a0d8ca,MAYO,3884.873676336388,2017,2017-05-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,7eb34927,MAYO,510.8971079702303,2017,2017-05-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,4f4a249f,MAYO,781.0790309025782,2017,2017-05-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,8ba362f3,MAYO,555.448009310672,2017,2017-05-01
f7fd2c4f,21d4886b,ffd6d24d,e068232a,4d0fb45e,MAYO,720.0758675710599,2017,2017-05-01
f7fd2c4f,1218f7fa,ffd6d24d,1ef80899,741abe20,MAYO,0.0,2017,2017-05-01
f7fd2c4f,6feb5887,ffd6d24d,af29b5ed,c98bd9dd,MAYO,665.8781175151685,2017,2017-05-01
f7fd2c4f,6feb5887,ffd6d24d,e753d35d,51cbb05d,MAYO,789.8488933711691,2017,2017-05-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,82edafb9,MAYO,1816.589311743915,2017,2017-05-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,8dd7c41b,MAYO,2921.62706223624,2017,2017-05-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,b111ec69,MAYO,33.04484178165044,2017,2017-05-01
eccb9ef1,870c4a0b,ffd6d24d,a3d02126,27cb99a2,MAYO,0.0,2017,2017-05-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,48670499,MAYO,4761.438969796984,2017,2017-05-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,373ebdec,MAYO,862.217798461981,2017,2017-05-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,e32e23a1,MAYO,880.4941918465244,2017,2017-05-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,1f d2689f,JUNIO,12134.96276682383,2017,2017-06-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,9ac1420f,JUNIO,253.9588466804505,2017,2017-06-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,9b395bc9,JUNIO,564.8645029719469,2017,2017-06-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,2f614c0b,JUNIO,23339.99971966817,2017,2017-06-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,043b305e,JUNIO,4265.247167214086,2017,2017-06-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,fca93f9e,JUNIO,22.65547804385977,2017,2017-06-01
cf33cb8a,102a28a6,d5580f74,76a16657,13276557,JUNIO,150.5048717409693,2017,2017-06-01
cf33cb8a,102a28a6,d5580f74,76a16657,c220f014,JUNIO,156.0509327661061,2017,2017-06-01
cf33cb8a,102a28a6,d5580f74,76a16657,1fd2689f,JUNIO,193.4596581121274,2017,2017-06-01
cf33cb8a,102a28a6,d5580f74,76a16657,9ac1420f,JUNIO,0.0,2017,2017-06-01
cf33cb8a,102a28a6,d5580f74,76a16657,1ab355bf,JUNIO,150.3598766814886,2017,2017-06-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,3f10a1f5,JUNIO,1597.37432153403,2017,2017-06-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,c6da2541,JUNIO,0.0,2017,2017-06-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,0e01f88f,JUNIO,114.9810821681971,2017,2017-06-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,241d3779,JUNIO,154.1297482279868,2017,2017-06-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,5559f8d7,JUNIO,0.0,2017,2017-06-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,5dd16431,JUNIO,1200.341599910996,2017,2017-06-01
cf33cb8a,102a28a6,d5580f74,29ded6f4,2f614c0b,JUNIO,56.04059048929154,2017,2017-06-01
cf33cb8a,102a28a6,d5580f74,29ded6f4,3f67010a,JUNIO,1261.167027363151,2017,2017-06-01
cf33cb8a,102a28a6,d5580f74,ab8c6300,c728bf96,JUNIO,5433.581107744718,2017,2017-06-01
cf33cb8a,102a28a6,d5580f74,ab8c6300,febb6cf6,JUNIO,3698.606474763501,2017,2017-06-01
cf33cb8a,5abe4339,ffd6d24d,876a64fe,876a64fe,JUNIO,0.0,2017,2017-06-01
5f559ecb,95c9d783,ffd6d24d,6e6815e2,c6ba0174,JUNIO,0.0,2017,2017-06-01
f7fd2c4f,48399655,ffd6d24d,5f512199,58a0d8ca,JUNIO,3150.271408572354,2017,2017-06-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,7eb34927,JUNIO,496.2818398375747,2017,2017-06-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,4f4a249f,JUNIO,694.9660324304405,2017,2017-06-01
f7fd2c4f,16b873c5,2fe52430,0191a2e4,8ba362f3,JUNIO,525.0996079093643,2017,2017-06-01
f7fd2c4f,21d4886b,ffd6d24d,e068232a,4d0fb45e,JUNIO,695.1425639153582,2017,2017-06-01
f7fd2c4f,1218f7fa,ffd6d24d,1ef80899,741abe20,JUNIO,0.0,2017,2017-06-01
f7fd2c4f,6feb5887,ffd6d24d,af29b5ed,c98bd9dd,JUNIO,650.3390905358211,2017,2017-06-01
f7fd2c4f,6feb5887,ffd6d24d,e753d35d,51cbb05d,JUNIO,646.0979850460105,2017,2017-06-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,82edafb9,JUNIO,1644.135228216557,2017,2017-06-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,8dd7c41b,JUNIO,887.2247689624189,2017,2017-06-01
f7fd2c4f,e1745f70,ffd6d24d,796c2e32,b111ec69,JUNIO,8.155972095789519,2017,2017-06-01
eccb9ef1,870c4a0b,ffd6d24d,a3d02126,27cb99a2,JUNIO,0.0,2017,2017-06-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,48670499,JUNIO,6027.392786879042,2017,2017-06-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,373ebdec,JUNIO,833.6940429527384,2017,2017-06-01
0fa93c9b,756c486f,2fe52430,b4dad5fa,e32e23a1,JUNIO,883.9482431058037,2017,2017-06-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,1f d2689f,JULIO,11616.8053820446,2017,2017-07-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,9ac1420f,JULIO,233.7694539627585,2017,2017-07-01
cf33cb8a,cf33cb8a,d5580f74,76a16657,9b395bc9,JULIO,458.8041249068005,2017,2017-07-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,2f614c0b,JULIO,19351.40312594326,2017,2017-07-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,043b305e,JULIO,2957.583498357463,2017,2017-07-01
cf33cb8a,cf33cb8a,d5580f74,29ded6f4,fca93f9e,JULIO,15.64543464396613,2017,2017-07-01
cf33cb8a,102a28a6,d5580f74,76a16657,13276557,JULIO,214.1249620331149,2017,2017-07-01
cf33cb8a,102a28a6,d5580f74,76a16657,c220f014,JULIO,950.0918203972616,2017,2017-07-01
cf33cb8a,102a28a6,d5580f74,76a16657,1fd2689f,JULIO,157.296253236646,2017,2017-07-01
cf33cb8a,102a28a6,d5580f74,76a16657,9ac1420f,JULIO,0.0,2017,2017-07-01
cf33cb8a,102a28a6,d5580f74,76a16657,1ab355bf,JULIO,129.2677727870296,2017,2017-07-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,3f10a1f5,JULIO,713.1652159458104,2017,2017-07-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,c6da2541,JULIO,0.0,2017,2017-07-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,0e01f88f,JULIO,69.87826414973215,2017,2017-07-01
cf33cb8a,102a28a6,d5580f74,a1fdefb8,241d3779,JULIO,230.0861117259504,2017,2017-07-01
